ID,Name,Update Email,Phone,Address,City,State,Website,License ID,Source Link
6244,KIND FIRE FARMS LLC,KINDFIREFARMS@GMAIL.COM,405-990-9876,"OKARCHE,CANADIAN,73762,OK",OKARCHE,OK,,GAAA-EYAW-3EHJ,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6245,DC FARMS,OKSEEDS@GMAIL.COM,580-822-5806,"OKEENE,MAJOR,73763,OK",OKEENE,OK,,GAAA-VKFI-VER2,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6246,HEMPHILL - SAGEBERRY FARMS,JUSTINWGD@ICLOUD.COM,580-822-0363,"OKEENE,BLAINE,73763,OK",OKEENE,OK,,GAAA-EJEN-FGYB,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6247,4 TWO FARMSTEAD,TERECA.GEORGE@GMAIL.COM,580-747-8089,"OKEENE,KINGFISHER,76763,OK",OKEENE,OK,,GAAA-NKE6-ZOIL,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6248,ALLAF LLC,INFO@ALLAFWEED.COM,918-815-8706,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,WWW.ALLAFWEED.COM,GAAA-VYE6-CHC8,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6249,BEELINE GROW,BEELINEGROW@GMAIL.COM,918-304-2120,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,,GAAA-VYYI-HWUR,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6250,CONCENTRATED WELLNESS LLC,SOONERS1488@GMAIL.COM,918-623-8942,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,,GAAA-NK6O-HVPY,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6251,DREAM ACRES,DREAMACRESOKFUSKEE@GMAIL.COM,918-264-2541,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,,GAAA-4K0S-RRID,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6252,EVO CANNABIS FARM LLC,MCENERGYSERVICES@GMAIL.COM,918-779-8778,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,,GAAA-NKIN-A2BQ,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6253,"FOURCEE, LLC",JAY@CANNACROSSCOUNTRY.COM,405-600-7837,"OKEMAH,SEMINOLE,74859,OK",OKEMAH,OK,WWW.CANNACROSSCOUNTRY.COM,GAAA-4YXM-02GM,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6254,HAPPY HARVEST FARMS,RCOLLIER6281@GMAIL.COM,918-623-6051,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,,GAAA-4KVI-YYHN,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6255,"HEALING HARVEST GROWERS, LLC",DAVID@THEHEALINGHARVESTS.COM,786-306-8853,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,WWW.THEHEALINGHARVESTS.COM,GAAA-VJFS-C697,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6256,"HICKMAN HOLDINGS, LLC",TLHICKMAN@CABLEONE.NET,405-248-3285,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,WWW.CABLEONE.NET,GAAA-VYPQ-IWF0,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6257,HICKORY RIDGE FARM,MARYMMAGNESS@GMAIL.COM,918-623-1334,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,,GAAA-VYGA-XYKS,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6258,"HORIZON HOLISTICS, LLC",MBLITCH@AOL.COM,540-664-1541,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,,GAAA-NK8N-590O,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6259,JOEBOB HEMP,JOEBOBHEMP@GMAIL.COM,918-998-3486,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,,GAAA-NYSJ-7JWQ,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6260,MACHINE 2 GREEN LLC,MACHINE2GREEN@ATT.NET,918-906-2296,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,,GAAA-EKMA-1D6N,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6261,MRS FARMS LLC,DOBIEW@YAHOO.COM,918-623-8556,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,,GAAA-E1HX-8HWP,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6262,"UNTERKIRCHER ENTERPRISES, LLC",DUNTERKIRCHER@HOTMAIL.COM,918-623-8595,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,,GAAA-E1L3-LLMO,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6263,UPHOLD LLC,UPHOLDOK@GMAIL.COM,405-635-5333,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,,GAAA-VYYR-VKTV,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6264,WHITE'S MAJESTIC FARMS,WHITE.AMY2012@GMAIL.COM,405-201-5793,"OKEMAH,OKFUSKEE,74859,OK",OKEMAH,OK,,GAAA-41ZV-FLOU,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6265,WEST M.G ENTERPRISE LLC,MARLEYSGARDENLLC@GMAIL.COM,405-562-3354,"OKLAHOMA CITY,OKLAHOMA,73012,OK",OKLAHOMA CITY,OK,,GAAA-NY56-QJMS,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6266,COREY BRYAN,JSALLYBRYAN@GMAIL.COM,405-408-4085,"OKLAHOMA CITY,OKLAHOMA,73013,OK",OKLAHOMA CITY,OK,,GAAA-NYDD-R450,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6267,"GTBG SYSTEMS, LLC",DKITCH643@GMAIL.COM,405-684-0321,"OKLAHOMA CITY,OKLAHOMA,73013,OK",OKLAHOMA CITY,OK,,GAAA-41RQ-ASMK,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6268,ELECTRIC LETTUCE LLC,BEN@MMJOKC.COM,405-246-0078,"OKLAHOMA CITY,OKLAHOMA,73102,OK",OKLAHOMA CITY,OK,WWW.MMJOKC.COM,GAAA-V1GV-XMHV,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6269,THIRD STATE LLC,JBAKERLAC@GMAIL.COM,707-499-8587,"OKLAHOMA CITY,OKLAHOMA,73102,OK",OKLAHOMA CITY,OK,,GAAA-EJWE-40IN,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6270,"APCO CURE, LLC",BJONES@BALLMORSELOWE.COM,405-237-2726,"OKLAHOMA CITY,OKLAHOMA,73103,OK",OKLAHOMA CITY,OK,WWW.BALLMORSELOWE.COM,GAAA-V1SF-HXUI,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6271,HUMBLE GROWINGS LLC,ALL4ONELLC3@GMAIL.COM,405-626-0072,"OKLAHOMA CITY,OKLAHOMA,73103,OK",OKLAHOMA CITY,OK,,GAAA-VJ1S-JSQV,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6272,KTZ PARTNERS LLC,MATT@KTZOK.COM,405-708-7722,"OKLAHOMA CITY,OKLAHOMA,73103,OK",OKLAHOMA CITY,OK,WWW.KTZOK.COM,GAAA-N1D1-ULIP,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6273,WELL GREENS BROADWAY LLC,FIRAS@WELLGREENSOKC.COM,248-590-1161,"OKLAHOMA CITY,OKLAHOMA,73103,OK",OKLAHOMA CITY,OK,WWW.WELLGREENSOKC.COM,GAAA-4KPG-Y735,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6274,"COMPASSIONATE CARE BRICKTOWN, LLC",CHRIS@STARBUDS.US,303-815-5046,"OKLAHOMA CITY,OKLAHOMA,73104,OK",OKLAHOMA CITY,OK,WWW.STARBUDS.US,GAAA-41RS-MP2R,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6275,"GREENLAND, LLC",ANDY@CHILLDISPENSARY.COM,405-355-2535,"OKLAHOMA CITY,OKLAHOMA,73104,OK",OKLAHOMA CITY,OK,WWW.CHILLDISPENSARY.COM,GAAA-EKYW-XHFC,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6276,VOLTA DESIGN LLC,VOLTABIOTECH@GMAIL.COM,405-639-9798,"OKLAHOMA CITY,OKLAHOMA,73104,OK",OKLAHOMA CITY,OK,,GAAA-EKPU-FQJI,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6277,XLT SOLUTIONS LLC,SALI78619@GMAIL.COM,269-598-5464,"OKLAHOMA CITY,OKLAHOMA,73104,OK",OKLAHOMA CITY,OK,,GAAA-VJVO-U1SR,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6278,36 NE 36TH LLC,INFO@OKIEKUSHCLUB.COM,405-673-3197,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,WWW.OKIEKUSHCLUB.COM,GAAA-E17X-6YDR,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6279,A AND A GROWING LLC,MSTASHA1977@YAHOO.COM,405-301-6840,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,,GAAA-EJGK-KCS9,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6280,CB GREENZ,C.BURKHALTER405@GMAIL.COM,405-990-4969,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,,GAAA-EKDD-GHHZ,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6281,CULTI LLC,ZEREMYUPTEGROVE@GMAIL.COM,510-697-6127,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,,GAAA-NYUV-MI3M,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6282,"FISCHER GENETICS, LLC",RANDYDDS1@COXINET.NET,405-249-0715,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,WWW.COXINET.NET,GAAA-NYGU-BPLM,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6283,GREEN ACRES BOTANICALS LLC,MATTHEW@GREENACRESBOTANICALS.COM,405-300-0496,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,WWW.GREENACRESBOTANICALS.COM,GAAA-VJNZ-TUPB,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6284,GREEN GEMS INC,JOMORALES1962@YAHOO.COM,407-412-1314,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,,GAAA-4K2C-LXOU,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6285,"HYGROW FARMS, LLC",MARCO.CEFALO@YAHOO.COM,405-609-4718,"OKLAHOMA CITY,OKFUSKEE,73105,OK",OKLAHOMA CITY,OK,,GAAA-EYSY-PBIB,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6286,"LAND CREATIONS GARDEN CENTER, INC",MATTHEW.HARSHA@COX.NET,405-755-7866,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,WWW.COX.NET,GAAA-EJNR-CLPF,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6287,LE TRIPPE,KATE.TRIPPE@GMAIL.COM,405-830-6470,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,,GAAA-VYCE-PDFD,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6288,RKM FARM,ROBERTMADRID16@YAHOO.COM,405-314-7601,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,,GAAA-NYIP-BBDP,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6289,SUMMIT CANNANIS COMPANY FARMS LLC,INFO@SUMMITCANNABISCO.COM,405-740-7564,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,WWW.SUMMITCANNABISCO.COM,GAAA-NJIK-HQUH,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6290,THE GOOD COMPANY PROCESSING LLC,WES@PORTFOLIODENVER.COM,303-601-6159,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,WWW.PORTFOLIODENVER.COM,GAAA-NJHM-SGKB,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6291,THE NUTTY LEAF LLC,THENUTTYLEAF@GMAIL.COM,405-641-2462,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,,GAAA-NKYA-7JE2,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6292,Z-FARMACY LLC,MICHAEL@Z-DISPENSARY.COM,405-456-0003,"OKLAHOMA CITY,OKLAHOMA,73105,OK",OKLAHOMA CITY,OK,WWW.Z-DISPENSARY.COM,GAAA-VKC3-UPVP,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6293,405 BUDZ 2,JUANHERNAN1494@GMAIL.COM,405-618-2717,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-EYAG-WZ4V,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6294,ALCHEMY GOLD MAGNUM OPUS LLC,ALCHEMYGOLDMAGNUMOPUS@GMAIL.COM,405-476-8577,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-NJTZ-MQHN,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6295,BEDLAM X BRED LLC,WMGHOLDINGSLLC@GMAIL.COM,303-704-2973,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-V1QN-IKKD,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6296,"BLUE COLLAR CRIMINALS COLLECTIVE, LLC",DIESELDUBB@GMAIL.COM,405-420-9905,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-NJVE-0Z9P,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6297,"BLUEBIRD SKIES ORGANICS, LLC",TAYLOR@HSCOKC.COM,405-531-1554,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,WWW.HSCOKC.COM,GAAA-VK0F-4HDZ,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6298,CLASSEN FARMS LLC,JBKMN421@GMAIL.COM,405-335-4302,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-EKQB-ERDT,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6299,CVLTIVATION CLVB LLC,JACKIE@CULTIVATIONCLUB.COM,405-235-2582,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,WWW.CULTIVATIONCLUB.COM,GAAA-VKJ7-H4ZU,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6300,DOWN SOUTH WELLNESS,1201WRENO@GMAIL.COM,405-417-6566,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-EYV3-DH9U,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6301,GREEN TOKEN OKLAHOMA LLC,STACY.PERCIVAL@YAHOO.COM,253-228-2644,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-4JKM-6QDJ,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6302,HIGH SOCIETY SUPPLY CO.,COURTNEY@HIGHSOCIETYSUPPLYOKC.COM,405-488-4452,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,WWW.HIGHSOCIETYSUPPLYOKC.COM,GAAA-NJ6G-6AFF,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6303,"M.A.T WELLNESS CENTER, LLC",TOVERMILLER@GMAIL.COM,225-772-5836,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-V1HK-5DNT,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6304,MARY MECHANIX LLP,MARYMECHANIX@GMAIL.COM,405-886-4887,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-NJAQ-F7LI,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6305,MCCLAM GRIFFITH & ASSOCIATES LLC,DAVIDMCCLAM@OUTLOOK.COM,405-656-6366,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-4KOR-EFSI,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6306,"MMX, LLC",PHIL@MARYMECHANIX.COM,405-889-7712,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,WWW.MARYMECHANIX.COM,GAAA-4YXS-CHFZ,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6307,NDI CAPITAL BUILDER LLC,CHRICES@GMAIL.COM,309-241-4112,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-VY3P-PDK8,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6308,NOISEY GROW MART L.L.C.,NOISEYBIRDMAN@YAHOO.COM,707-694-2342,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-41DO-M5US,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6309,"NUTRITIONAL FOOD CENTER, INC.",HLAW44@ICLOUD.COM,405-232-8404,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-NY4J-7NA2,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6310,"OKLAHOMA GROWERS OF THC, LLC",LARRY.JOHNSON9904@GMAIL.COM,405-655-4101,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-VY0Z-V7OG,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6311,"OLD WORLD CRAFTSMEN, LTD. CO.",QUALITYPLUMBING7777@GMAIL.COM,405-329-7777,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-41EX-H10D,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6312,ORIGINS AGRICULTURE LLC,JON@ORIGINSCORPORATE.COM,206-915-9212,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,WWW.ORIGINSCORPORATE.COM,GAAA-VYZH-TAOL,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6313,PEAK WELLNESS FARMS LLC,JUST4ACHILD@GMAIL.COM,405-605-9181,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-N1PT-F1DW,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6314,"PLATINUM BRICK ROAD,LLC",BARBERSHOP15.MT@GMAIL.COM,405-328-0317,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-NJLX-TAAP,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6315,"RDF INDUSTRIES, LLC",ASTROBUD19@GMAIL.COM,248-691-6160,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-VYNG-IK84,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6316,REDBUD CANNABIS COMPANY LLC,JMARTIN243@COX.NET,405-601-1300,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,WWW.COX.NET,GAAA-NKIY-FMUB,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6317,"ROOTED ZEN CULTIVATION, LLC",ROOTEDZENDISPENSARY@GMAIL.COM,405-602-4405,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-4JIT-1YVI,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6318,SIRIUS RESEARCH LLC,VINCE@SIRIUSRESEARCHLLC.COM,405-402-8063,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,WWW.SIRIUSRESEARCHLLC.COM,GAAA-NKKN-OOCB,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6319,SPACE CACTUS LLC,SPACECACTUSCREW@GMAIL.COM,214-402-0115,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-VJXA-SRYS,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6320,SPADES CULTIVATION LLC,THAFUDD1@GMAIL.COM,310-713-4163,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-4JWM-VJUN,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6321,TOP CROP LLC,OKCTOPCROP@YAHOO.COM,405-618-2394,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-V1JV-2JXD,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6322,TRI COMB LLC,SHAIKH.SAI.ALIMRAN@GMAIL.COM,832-662-6642,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-EJBC-YEXE,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6323,WHOLE BUFFALO ORGANICS LLC,CHRISTOPHERYOUNG@NEUROLOGICALSUPPLIES.COM,405-820-9361,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,WWW.NEUROLOGICALSUPPLIES.COM,GAAA-EJ1B-0C9W,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6324,"AKRAS, LLC",MCNELSON022@GMAIL.COM,214-558-3235,"OKLAHOMA CITY,OKLAHOMA,73106,OK",OKLAHOMA CITY,OK,,GAAA-EJKE-AYZS,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6325,2GOUDA ENTERPRISES LLC,ANDREW.RENSHAW2@GMAIL.COM,405-408-7310,"OKLAHOMA CITY,OKLAHOMA,73107,OK",OKLAHOMA CITY,OK,,GAAA-VJXU-OZDY,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6326,405 CANNABIS CONNECT LLC,DORISC20@GMAIL.COM,405-293-8248,"OKLAHOMA CITY,OKLAHOMA,73107,OK",OKLAHOMA CITY,OK,,GAAA-EYRX-YWJM,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6327,"ATTITUDE ORGANICS ,LLC",ATTITUDEORGANICS@GMAIL.COM,719-963-0722,"OKLAHOMA CITY,OKLAHOMA,73107,OK",OKLAHOMA CITY,OK,,GAAA-NJWU-PFHK,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6328,"BOTANICAL INDUSTRIES, LLC",RYAN.VICE@ICLOUD.COM,405-740-7926,"OKLAHOMA CITY,OKLAHOMA,73107,OK",OKLAHOMA CITY,OK,,GAAA-NYIJ-8NQP,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6329,"CITY OF TREES, LLC",CITYOFTREES405@GMAIL.COM,916-943-8723,"OKLAHOMA CITY,OKLAHOMA,73107,OK",OKLAHOMA CITY,OK,,GAAA-VKFX-HMSV,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6330,CRAFTED CANNABIS SOLUTIONS INC,STEVENBLUNDELL22@YAHOO.COM,405-948-5001,"OKLAHOMA CITY,OKLAHOMA,73107,OK",OKLAHOMA CITY,OK,,GAAA-EKL4-AUZP,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6331,DAPLANT CO. LLC,GAYLE@DAPLANT.COM,405-413-5946,"OKLAHOMA CITY,OKLAHOMA,73107,OK",OKLAHOMA CITY,OK,WWW.DAPLANT.COM,GAAA-EKJG-ZVUD,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6332,DREAM ROOTZ LLC,BRICKTOWNGOLDOKC@GMAIL.COM,904-982-0254,"OKLAHOMA CITY,OKLAHOMA,73107,OK",OKLAHOMA CITY,OK,,GAAA-NYJL-9GWN,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6333,GANS INC,ROBERT_GANS@YAHOO.COM,405-410-1603,"OKLAHOMA CITY,OKLAHOMA,73107,OK",OKLAHOMA CITY,OK,,GAAA-NYWJ-F0NH,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6334,GOOD PEOPLE INVESTMENTS LLC,BESTJOINTINTOWN@GMAIL.COM,970-309-5760,"OKLAHOMA CITY,OKLAHOMA,73107,OK",OKLAHOMA CITY,OK,,GAAA-EJIX-NGWO,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
6335,GREEN DEPARTURE LLC,GREENDEPARTURELLC@GMAIL.COM,405-684-6560,"OKLAHOMA CITY,OKLAHOMA,73107,OK",OKLAHOMA CITY,OK,,GAAA-4JMI-IBN4,https://www.weedkandacannabis.com/wp-content/uploads/2020/01/OMMA-Growers-List.pdf
